Card_id,Ssn,Bname,Address,Phone
ID000300,554-28-3296,jimmy james,"3 Knutson Way, Dallas, TX",(972) 930-8175
ID000301,271-28-4504,maria torres,"56168 Arizona Drive, Dallas, TX",(214) 931-8328
ID000302,453-78-4845,chris owens,"6 Browning Park, Dallas, TX",(972) 701-4889
ID000303,556-27-9759,elizabeth harvey,"1995 Nelson Park, Dallas, TX",(972) 992-9375
ID000304,212-61-9406,jane baker,"0062 Sunbrook Junction, Dallas, TX",(469) 754-6653
ID000305,142-06-8429,lisa kelley,"272 Larry Drive, Dallas, TX",(469) 930-6637
ID000306,205-62-6313,jonathan diaz,"18283 Brown Center, Dallas, TX",(469) 940-2479
ID000307,592-93-9926,mildred allen,"5734 La Follette Point, Dallas, TX",(469) 946-2268
ID000308,714-97-1208,linda rogers,"0590 Northport Drive, Dallas, TX",(972) 947-1564
ID000309,949-18-1878,gary garrett,"5285 2nd Court, Dallas, TX",(469) 939-2476
ID000310,454-36-5067,earl hall,"7755 Park Meadow Way, Dallas, TX",(214) 882-0672
ID000311,586-20-4125,benjamin bailey,"72101 Elmside Parkway, Dallas, TX",(214) 896-3364
ID000312,853-10-4620,angela graham,"5 High Crossing Crossing, Richardson, TX",(972) 878-1468
ID000313,132-68-7899,dennis hunter,"7 2nd Place, Plano, TX",(469) 967-8745
ID000314,618-21-2736,matthew stevens,"9603 Hansons Way, Dallas, TX",(469) 861-3808
ID000315,852-75-0048,annie freeman,"7466 Gulseth Alley, Dallas, TX",(972) 921-0146
ID000316,652-37-4979,richard lawson,"792 Dottie Circle, Dallas, TX",(214) 545-9387
ID000317,953-35-3551,susan allen,"6 Morrow Alley, Dallas, TX",(214) 748-0451
ID000318,269-55-4900,rose coleman,"26094 Loomis Alley, Dallas, TX",(469) 819-2212
ID000319,398-57-5624,kathy elliott,"28 Boyd Pass, Dallas, TX",(469) 996-0439
ID000320,769-13-6801,teresa brooks,"57699 Oak Circle, Richardson, TX",(972) 731-4160
ID000321,781-65-2211,julie lane,"8261 Magdeline Road, Dallas, TX",(214) 930-8339
ID000322,880-14-5596,jessica day,"80 Cascade Junction, Dallas, TX",(214) 947-1788
ID000323,472-47-3959,billy cruz,"75 Mosinee Court, Dallas, TX",(214) 797-5929
ID000324,628-10-4874,martha mccoy,"74 Claremont Park, Dallas, TX",(214) 915-1572
ID000325,799-41-8699,frances long,"0 Schlimgen Alley, Dallas, TX",(214) 951-4800
ID000326,826-57-4791,carolyn duncan,"1 Merry Place, Dallas, TX",(214) 279-8556
ID000327,497-33-4483,ryan mendoza,"9 Myrtle Way, Dallas, TX",(214) 867-1887
ID000328,733-61-4241,jerry oliver,"0 Vera Alley, Dallas, TX",(469) 734-8276
ID000329,669-72-6189,juan smith,"3 Dixon Parkway, Dallas, TX",(214) 909-9366
ID000330,867-23-4679,marilyn white,"769 Mayfield Center, Dallas, TX",(972) 933-0968
ID000331,410-60-8961,anne moreno,"60 Raven Pass, Dallas, TX",(214) 886-0662
ID000332,381-83-9299,ruby greene,"328 Fallview Center, Richardson, TX",(214) 872-7995
ID000333,186-53-8147,shawn rivera,"8 American Hill, Dallas, TX",(972) 528-2505
ID000334,100-08-2010,tina hamilton,"24695 Di Loreto Crossing, Dallas, TX",(972) 755-6424
ID000335,166-29-5051,benjamin graham,"08 New Castle Avenue, Dallas, TX",(214) 983-4311
ID000336,869-23-6916,doris bailey,"5773 Eastlawn Center, Dallas, TX",(469) 801-1479
ID000337,242-20-9101,jason washington,"3225 Vera Lane, Richardson, TX",(972) 931-0247
ID000338,456-04-0469,evelyn wilson,"9873 Kim Center, Richardson, TX",(469) 901-5209
ID000339,812-93-7575,steve cunningham,"5615 Mcbride Park, Dallas, TX",(214) 883-3172
ID000340,696-31-4035,henry howard,"9 Lakewood Avenue, Dallas, TX",(214) 848-6192
ID000341,399-88-0576,timothy crawford,"39384 Tony Terrace, Dallas, TX",(972) 729-2932
ID000342,342-52-5404,todd rose,"8 Mosinee Plaza, Plano, TX",(469) 893-2893
ID000343,699-25-9472,mary nelson,"8 Colorado Avenue, Dallas, TX",(214) 241-4452
ID000344,188-14-3830,jason watkins,"74155 Welch Terrace, Dallas, TX",(972) 915-1343
ID000345,562-73-5031,kathy cole,"8600 Anniversary Pass, Dallas, TX",(214) 993-7915
ID000346,633-54-2851,albert reyes,"43 Transport Pass, Dallas, TX",(469) 808-4965
ID000347,256-93-5132,aaron harvey,"1807 Prairieview Pass, Dallas, TX",(214) 632-9282
ID000348,973-81-6951,jack ward,"5 Susan Plaza, Richardson, TX",(972) 918-4342
ID000349,324-71-1906,dorothy spencer,"90651 Bellgrove Junction, Dallas, TX",(972) 892-8862
ID000350,227-59-5562,lawrence hunt,"2 Randy Court, Dallas, TX",(972) 962-4743
ID000351,931-62-4904,beverly fernandez,"480 Toban Lane, Richardson, TX",(469) 975-3330
ID000352,625-57-7457,karen johnston,"3 Coleman Plaza, Dallas, TX",(214) 768-1518
ID000353,285-70-4379,howard gonzalez,"7699 Dakota Terrace, Dallas, TX",(214) 905-6019
ID000354,490-16-4375,dorothy graham,"9 Mcguire Alley, Richardson, TX",(469) 619-4224
ID000355,246-40-5583,barbara anderson,"77 Ronald Regan Park, Richardson, TX",(214) 947-1531
ID000356,697-56-6815,frances willis,"61438 Becker Park, Dallas, TX",(469) 900-5979
ID000357,878-94-1305,martha arnold,"52279 Hauk Plaza, Dallas, TX",(469) 968-6237
ID000358,721-32-2687,maria medina,"6 Gina Crossing, Dallas, TX",(214) 851-3813
ID000359,842-65-5010,jonathan fox,"32 Springs Road, Dallas, TX",(972) 916-5884
ID000360,657-17-6421,carlos carter,"96207 3rd Park, Dallas, TX",(214) 928-7624
ID000361,422-81-7045,adam ferguson,"0 Summerview Court, Dallas, TX",(214) 957-5621
ID000362,644-09-0337,nicholas wheeler,"756 Pleasure Circle, Dallas, TX",(469) 973-3255
ID000363,903-98-1679,raymond rogers,"16 Monument Parkway, Richardson, TX",(469) 887-9227
ID000364,847-29-3619,brandon stevens,"94647 Village Junction, Dallas, TX",(214) 693-6689
ID000365,822-62-5312,lori ferguson,"49 Sachtjen Crossing, Dallas, TX",(214) 968-1515
ID000366,629-41-9551,roy turner,"61544 Talmadge Drive, Richardson, TX",(469) 927-5678
ID000367,235-79-8503,martha warren,"94 Vahlen Hill, Dallas, TX",(972) 776-3863
ID000368,265-90-7820,ruby anderson,"0482 Haas Terrace, Dallas, TX",(469) 873-2923
ID000369,694-92-0573,steven bailey,"8987 Lawn Park, Dallas, TX",(469) 938-8249
ID000370,143-30-2355,melissa perkins,"0039 Hanson Court, Dallas, TX",(972) 995-3027
ID000371,344-69-2006,ruby ross,"86591 Roxbury Circle, Dallas, TX",(214) 917-1080
ID000372,566-64-7874,billy king,"831 Sutherland Point, Plano, TX",(214) 846-6560
ID000373,163-65-8067,mildred sanchez,"09 Annamark Circle, Dallas, TX",(469) 877-2424
ID000374,588-45-9557,linda duncan,"09159 Charing Cross Way, Dallas, TX",(972) 877-3172
ID000375,142-74-6194,janice montgomery,"661 Grasskamp Alley, Dallas, TX",(214) 905-8688
ID000376,694-58-3169,robin cox,"0 Gerald Court, Dallas, TX",(972) 722-1586
ID000377,513-11-0091,carol howell,"273 Sullivan Lane, Richardson, TX",(214) 831-1374
ID000378,432-49-7884,doris welch,"74 Oakridge Alley, Dallas, TX",(469) 983-6603
ID000379,204-46-7713,debra kelly,"0 Maywood Street, Dallas, TX",(469) 926-2312
ID000380,597-00-1738,scott morales,"823 Sherman Point, Plano, TX",(469) 801-1210
ID000381,221-70-6594,louise murphy,"7113 Carpenter Drive, Dallas, TX",(469) 988-1773
ID000382,300-48-5255,jack cruz,"55322 Linden Point, Dallas, TX",(469) 896-0110
ID000383,823-59-7520,teresa carter,"4757 Kingsford Street, Dallas, TX",(214) 964-1732
ID000384,526-53-0309,eric flores,"0 Vera Center, Dallas, TX",(214) 868-2141
ID000385,996-22-6511,louis elliott,"02 Jenna Trail, Dallas, TX",(972) 567-4117
ID000386,688-12-7828,nicholas evans,"13 Russell Lane, Dallas, TX",(214) 975-3027
ID000387,389-89-9874,evelyn bailey,"77832 West Park, Dallas, TX",(972) 978-9540
ID000388,614-07-9273,arthur ray,"3079 Donald Point, Dallas, TX",(469) 754-2762
ID000389,189-81-8299,shawn burns,"51 Nelson Plaza, Dallas, TX",(469) 978-8065
ID000390,874-30-0223,henry wallace,"4139 Spaight Road, Richardson, TX",(972) 524-8949
ID000391,841-42-8500,kathy garcia,"3657 Anhalt Trail, Richardson, TX",(469) 867-8069
ID000392,933-68-6811,kenneth sanchez,"06600 Utah Crossing, Dallas, TX",(972) 810-0694
ID000393,124-81-1894,carl bishop,"01 Goodland Junction, Dallas, TX",(469) 792-3214
ID000394,255-45-0108,harry tucker,"8 Waubesa Parkway, Dallas, TX",(214) 925-4392
ID000395,694-43-1375,christopher marshall,"34693 Warbler Junction, Plano, TX",(214) 646-3142
ID000396,405-10-9736,russell murphy,"9552 Mandrake Center, Dallas, TX",(214) 843-3552
ID000397,752-91-8139,jessica carr,"9 Sutteridge Pass, Dallas, TX",(469) 949-9851
ID000398,324-70-7021,cheryl moore,"0 2nd Plaza, Dallas, TX",(972) 272-0101
ID000399,903-05-2325,lori carroll,"879 Clarendon Alley, Dallas, TX",(469) 989-2206
ID000400,323-48-3150,frank martin,"428 Lindbergh Way, Dallas, TX",(972) 802-1808
ID000401,748-29-7839,joyce allen,"5911 Troy Pass, Dallas, TX",(469) 935-7570
ID000402,203-92-3954,philip gonzalez,"2 Buhler Street, Dallas, TX",(214) 941-2219
ID000403,483-93-2540,nicole bell,"69 Manitowish Lane, Dallas, TX",(214) 901-7334
ID000404,235-14-1141,joseph perry,"45 Judy Trail, Dallas, TX",(214) 938-2436
ID000405,138-49-9901,doris peterson,"56 Oxford Avenue, Dallas, TX",(214) 956-2812
ID000406,311-51-3288,gregory marshall,"17 Eastwood Terrace, Dallas, TX",(214) 824-0301
ID000407,359-35-2008,virginia kelly,"37408 Morrow Court, Plano, TX",(972) 839-9825
ID000408,608-20-9205,beverly hawkins,"0 Hovde Terrace, Dallas, TX",(469) 814-1846
ID000409,539-33-7584,scott gonzalez,"623 Westend Way, Dallas, TX",(469) 928-6396
ID000410,407-50-8210,paul mcdonald,"334 Orin Avenue, Dallas, TX",(972) 994-1541
ID000411,158-21-4344,dennis duncan,"05 Mitchell Hill, Dallas, TX",(469) 906-7817
ID000412,146-55-7699,mary ryan,"24029 Nevada Way, Dallas, TX",(469) 827-6766
ID000413,870-93-1419,victor smith,"0 Helena Point, Dallas, TX",(214) 828-3216
ID000414,752-50-3597,ruby murray,"4920 Westend Court, Dallas, TX",(214) 859-6221
ID000415,894-84-4831,jean garza,"91 Havey Plaza, Plano, TX",(972) 738-9037
ID000416,327-53-6005,andrew jordan,"38498 Park Meadow Crossing, Dallas, TX",(469) 762-1505
ID000417,868-79-0477,harry marshall,"24 Heffernan Crossing, Plano, TX",(972) 927-0592
ID000418,409-03-9079,wayne franklin,"35 Continental Alley, Dallas, TX",(214) 741-9000
ID000419,653-59-9039,lillian gonzalez,"9922 Arkansas Circle, Plano, TX",(972) 872-9248
ID000420,718-47-6143,rachel bishop,"70227 Vernon Way, Dallas, TX",(972) 798-2559
ID000421,841-96-3890,alan lynch,"332 Dayton Plaza, Plano, TX",(214) 930-8850
ID000422,931-94-4929,carlos ray,"62 Monument Park, Dallas, TX",(469) 942-7494
ID000423,720-85-0355,frank taylor,"5 Lien Center, Dallas, TX",(214) 621-5602
ID000424,836-23-8686,melissa burton,"5 Springs Lane, Dallas, TX",(469) 567-0603
ID000425,999-28-2020,anne nelson,"34365 Kropf Park, Dallas, TX",(972) 904-1974
ID000426,919-67-6865,amanda bailey,"29 Continental Point, Dallas, TX",(214) 819-4931
ID000427,362-09-9834,chris duncan,"35 Alpine Avenue, Dallas, TX",(214) 940-2965
ID000428,762-37-8033,elizabeth gibson,"6602 Namekagon Way, Dallas, TX",(972) 863-7573
ID000429,424-50-1775,keith brown,"471 Burning Wood Park, Dallas, TX",(214) 849-4296
ID000430,221-74-2881,karen sanchez,"71 Old Gate Point, Dallas, TX",(214) 915-6512
ID000431,467-35-1217,marilyn meyer,"3981 Lerdahl Point, Dallas, TX",(972) 956-5459
ID000432,142-41-8822,harold little,"81271 Evergreen Lane, Dallas, TX",(469) 888-8096
ID000433,626-74-9990,henry dean,"4913 Brentwood Center, Dallas, TX",(469) 950-2072
ID000434,468-99-7446,joyce rivera,"3 Johnson Pass, Dallas, TX",(469) 982-3317
ID000435,560-85-1499,marie johnson,"6 Graedel Street, Richardson, TX",(972) 701-4623
ID000436,650-87-6068,aaron clark,"5169 Bashford Point, Plano, TX",(214) 931-4554
ID000437,262-55-8913,anne campbell,"0140 Grover Place, Dallas, TX",(214) 962-1673
ID000438,691-11-1485,janice garrett,"439 Prentice Hill, Dallas, TX",(972) 911-1842
ID000439,772-97-8655,bobby johnson,"7 Moulton Crossing, Dallas, TX",(469) 948-5326
ID000440,807-93-7008,fred welch,"0 Lukken Alley, Dallas, TX",(214) 955-3447
ID000441,464-18-8734,laura chapman,"304 Lunder Hill, Richardson, TX",(469) 823-5855
ID000442,307-70-2725,albert castillo,"2 Beilfuss Center, Dallas, TX",(214) 705-0297
ID000443,528-91-7558,julia oliver,"42421 Farmco Street, Dallas, TX",(972) 780-5174
ID000444,408-53-0520,david russell,"57840 Laurel Alley, Dallas, TX",(972) 852-7339
ID000445,520-76-6004,russell montgomery,"18 Hagan Pass, Dallas, TX",(972) 389-6002
ID000446,660-90-8261,joe price,"1 Leroy Park, Dallas, TX",(214) 527-9098
ID000447,799-34-0025,anthony harrison,"7123 Bunker Hill Junction, Dallas, TX",(972) 970-2532
ID000448,870-49-6647,gregory hudson,"42 Park Meadow Park, Dallas, TX",(972) 883-9738
ID000449,707-63-8293,michelle chapman,"29 Rieder Pass, Dallas, TX",(972) 911-7317
ID000450,469-39-1386,chris bailey,"8 South Court, Dallas, TX",(214) 935-4761
ID000451,553-57-0780,kevin wood,"0 Pierstorff Park, Dallas, TX",(469) 876-1298
ID000452,316-43-6159,louise spencer,"4462 Blaine Avenue, Dallas, TX",(214) 877-5122
ID000453,455-51-2609,ruth lee,"58 Waubesa Avenue, Dallas, TX",(469) 940-2041
ID000454,995-34-9938,carolyn alexander,"634 Judy Pass, Dallas, TX",(214) 882-9567
ID000455,149-26-9323,barbara rivera,"93 North Pass, Dallas, TX",(972) 696-7148
ID000456,889-46-9650,adam mcdonald,"20734 Beilfuss Park, Dallas, TX",(972) 846-7469
ID000457,242-32-1789,sara graham,"4992 Ridgeview Court, Dallas, TX",(469) 586-2569
ID000458,900-93-1217,henry spencer,"919 7th Plaza, Dallas, TX",(214) 949-3097
ID000459,669-83-7441,lillian austin,"8 Eagle Crest Way, Richardson, TX",(469) 980-2648
ID000460,989-79-1559,jerry pierce,"16 Charing Cross Center, Dallas, TX",(469) 546-3297
ID000461,336-44-7837,emily ruiz,"1 Claremont Junction, Plano, TX",(214) 961-5149
ID000462,928-58-0480,lillian baker,"111 Village Plaza, Richardson, TX",(469) 643-7532
ID000463,186-05-2080,ruth butler,"41052 Waubesa Lane, Richardson, TX",(972) 760-5201
ID000464,922-11-3673,catherine welch,"666 Kim Crossing, Dallas, TX",(972) 895-2567
ID000465,209-54-9222,howard castillo,"4069 Oneill Point, Richardson, TX",(214) 332-8692
ID000466,352-50-9918,justin sanders,"2 Mayer Junction, Plano, TX",(214) 883-7551
ID000467,651-14-8311,ronald roberts,"25 South Lane, Dallas, TX",(972) 703-1253
ID000468,724-31-5669,jane harrison,"8070 Clarendon Parkway, Dallas, TX",(469) 907-0689
ID000469,506-88-8490,benjamin grant,"89750 Kenwood Crossing, Dallas, TX",(469) 978-2012
ID000470,581-20-4224,harry miller,"721 High Crossing Court, Dallas, TX",(214) 867-9998
ID000471,878-06-0469,matthew burke,"735 Toban Park, Plano, TX",(972) 915-3614
ID000472,246-12-3136,christine chavez,"560 Atwood Pass, Dallas, TX",(214) 937-6446
ID000473,938-95-9106,eric hernandez,"80149 Haas Court, Dallas, TX",(214) 905-1189
ID000474,734-24-8047,diana jones,"499 Pearson Junction, Dallas, TX",(469) 838-4299
ID000475,829-11-9179,janet rice,"35291 Bunker Hill Way, Dallas, TX",(214) 291-3432
ID000476,744-91-0994,diane ruiz,"36 Cambridge Park, Dallas, TX",(469) 888-5191
ID000477,981-13-1196,theresa russell,"589 Northwestern Park, Dallas, TX",(214) 851-1236
ID000478,770-00-5747,wayne hunt,"9818 Westend Center, Plano, TX",(469) 941-4660
ID000479,842-92-7572,virginia gordon,"76 Tony Road, Dallas, TX",(214) 913-8462
ID000480,737-53-3435,gloria rice,"9 Golf View Alley, Dallas, TX",(214) 920-9672
ID000481,451-56-2506,mildred butler,"67 Westerfield Avenue, Dallas, TX",(469) 283-4838
ID000482,368-38-1777,debra west,"4799 Melody Parkway, Richardson, TX",(972) 966-6826
ID000483,199-36-9132,nancy wheeler,"737 Doe Crossing Trail, Dallas, TX",(972) 898-3947
ID000484,931-76-2866,lawrence stone,"8 Darwin Alley, Richardson, TX",(214) 949-9916
ID000485,371-28-8168,rachel reyes,"6 Anniversary Alley, Richardson, TX",(972) 939-6714
ID000486,435-69-4707,amanda simpson,"15 Dixon Street, Dallas, TX",(972) 740-1910
ID000487,235-32-3985,lori carroll,"213 Forest Point, Dallas, TX",(469) 958-8957
ID000488,148-55-6625,bobby austin,"62352 Pankratz Road, Richardson, TX",(972) 912-7272
ID000489,253-35-6885,brenda carpenter,"6664 Prairie Rose Point, Dallas, TX",(214) 986-1471
ID000490,817-44-1979,sharon mason,"33 Moulton Lane, Dallas, TX",(972) 901-1745
ID000491,639-31-4924,joshua ross,"4376 Kropf Road, Dallas, TX",(214) 915-4707
ID000492,926-53-1333,melissa mccoy,"08770 Moland Lane, Richardson, TX",(469) 926-4571
ID000493,728-54-9849,bobby kelly,"79 Burning Wood Pass, Dallas, TX",(214) 860-1350
ID000494,846-65-0817,jennifer ortiz,"25989 Mccormick Drive, Dallas, TX",(469) 874-7030
ID000495,810-70-4323,chris carter,"50486 Grim Alley, Dallas, TX",(469) 916-1204
ID000496,919-26-6378,christopher gonzales,"49163 Moose Point, Dallas, TX",(214) 959-6901
ID000497,966-29-4430,albert gibson,"90 Lillian Trail, Dallas, TX",(469) 951-7990
ID000498,435-99-9670,doris rose,"1891 Melrose Terrace, Richardson, TX",(972) 849-4915
ID000499,416-21-6778,marilyn jordan,"61 Eagle Crest Junction, Richardson, TX",(214) 796-3512
ID000500,306-68-0158,joe bowman,"26225 8th Road, Dallas, TX",(972) 882-8221
ID000501,840-12-3188,denise price,"46 Knutson Drive, Richardson, TX",(972) 488-9450
ID000502,332-41-0512,evelyn edwards,"7867 Nancy Park, Dallas, TX",(972) 209-1095
ID000503,196-02-7403,kimberly hernandez,"2 Buell Drive, Dallas, TX",(469) 779-6890
ID000504,388-55-1450,norma boyd,"35 Service Court, Dallas, TX",(972) 833-7491
ID000505,395-16-7095,sharon ramos,"39 Daystar Hill, Dallas, TX",(214) 898-7050
ID000506,541-25-5056,rachel riley,"01017 Jay Plaza, Dallas, TX",(972) 803-8359
ID000507,132-58-8039,randy jenkins,"794 Buena Vista Road, Dallas, TX",(469) 894-9345
ID000508,774-38-4043,john clark,"0708 North Terrace, Dallas, TX",(469) 918-1359
ID000509,495-55-0985,ruby hansen,"8756 Wayridge Drive, Dallas, TX",(469) 941-4442
ID000510,739-90-9261,ashley peters,"28880 4th Alley, Dallas, TX",(972) 893-4339
ID000511,377-63-8268,albert garcia,"0 Maple Terrace, Plano, TX",(972) 931-7094
ID000512,150-30-2288,clarence holmes,"291 1st Terrace, Richardson, TX",(214) 952-6641
ID000513,849-92-8312,julie parker,"3377 Dahle Street, Dallas, TX",(214) 876-9952
ID000514,953-43-1417,michael martinez,"0967 Melrose Avenue, Dallas, TX",(214) 935-8776
ID000515,337-86-8085,william berry,"9 Hagan Street, Dallas, TX",(214) 885-1966
ID000516,465-95-8833,gerald burke,"5175 Florence Center, Dallas, TX",(469) 999-7380
ID000517,960-83-9340,linda rodriguez,"2427 Reindahl Park, Dallas, TX",(972) 664-5725
ID000518,709-91-1641,terry stephens,"27291 Farragut Court, Dallas, TX",(972) 890-0078
ID000519,423-06-4282,timothy hunt,"4219 Westport Hill, Richardson, TX",(214) 950-1960
ID000520,622-29-9732,richard cruz,"813 Darwin Avenue, Dallas, TX",(972) 889-2210
ID000521,631-12-8701,gregory gomez,"3993 American Circle, Dallas, TX",(972) 867-8273
ID000522,699-59-0681,louise garza,"14760 Bobwhite Terrace, Dallas, TX",(469) 893-7918
ID000523,762-63-8070,james adams,"055 Alpine Way, Richardson, TX",(972) 925-4501
ID000524,149-42-1309,victor gardner,"12141 Corscot Junction, Dallas, TX",(972) 962-2925
ID000525,531-67-5941,ernest lane,"66226 Nova Way, Plano, TX",(469) 999-6823
ID000526,156-63-1943,joe griffin,"205 Fuller Plaza, Dallas, TX",(469) 912-4055
ID000527,664-38-4205,sean kelly,"3 Gerald Court, Dallas, TX",(214) 970-9971
ID000528,662-87-7945,angela turner,"53 Colorado Pass, Plano, TX",(469) 945-2673
ID000529,678-62-8472,jerry howard,"68198 Monterey Parkway, Dallas, TX",(972) 936-3734
ID000530,216-37-2770,ashley lopez,"405 Hovde Way, Dallas, TX",(972) 956-4194
ID000531,302-51-0303,albert marshall,"933 Claremont Avenue, Dallas, TX",(972) 771-8796
ID000532,194-03-3629,michelle williams,"07 Marquette Road, Dallas, TX",(469) 921-7056
ID000533,303-31-8810,sharon wells,"23 Twin Pines Parkway, Dallas, TX",(972) 841-5472
ID000534,785-25-4186,doris gordon,"358 Pearson Court, Dallas, TX",(469) 945-1043
ID000535,395-22-8160,patricia long,"76 Jana Place, Plano, TX",(469) 711-2650
ID000536,374-21-6461,helen lee,"65137 Summerview Crossing, Dallas, TX",(469) 656-8757
ID000537,746-77-1077,kimberly collins,"9629 Delaware Crossing, Dallas, TX",(469) 789-3606
ID000538,376-27-2540,mary dunn,"6848 Sunbrook Parkway, Dallas, TX",(214) 961-2821
ID000539,756-45-3967,amy harper,"5863 Boyd Drive, Dallas, TX",(214) 988-3185
ID000540,873-25-3246,bobby long,"35 Paget Circle, Plano, TX",(214) 910-1295
ID000541,447-50-8678,sara young,"71916 Sherman Point, Plano, TX",(972) 918-2624
ID000542,303-61-3106,kathy oliver,"0 Victoria Junction, Dallas, TX",(972) 784-8364
ID000543,693-54-6232,ruby ray,"17 Hermina Point, Dallas, TX",(214) 987-1219
ID000544,107-16-4727,lori schmidt,"181 Rowland Hill, Dallas, TX",(469) 786-6455
ID000545,160-60-2907,raymond fox,"1 Farwell Avenue, Dallas, TX",(214) 986-0132
ID000546,192-57-3114,nancy turner,"1 Vermont Alley, Dallas, TX",(214) 984-4444
ID000547,214-13-7727,gregory richards,"9 Vidon Street, Dallas, TX",(214) 911-5776
ID000548,480-37-2448,lawrence perez,"6441 Derek Junction, Dallas, TX",(972) 932-7049
ID000549,279-03-2319,thomas pierce,"73803 Prairieview Alley, Dallas, TX",(214) 837-7005
ID000550,860-31-5301,steve larson,"6 Nobel Trail, Dallas, TX",(469) 818-8073
ID000551,375-32-0893,aaron coleman,"62 Golden Leaf Crossing, Plano, TX",(972) 965-7245
ID000552,335-17-5061,joe daniels,"916 Marcy Way, Richardson, TX",(972) 852-7588
ID000553,273-16-3483,theresa porter,"8868 Blaine Pass, Dallas, TX",(214) 841-2263
ID000554,690-78-4766,kathleen crawford,"44 Elmside Place, Dallas, TX",(214) 466-2521
ID000555,371-48-9808,joe bradley,"90362 Kipling Plaza, Dallas, TX",(214) 934-9993
ID000556,957-05-0987,paul jacobs,"512 Tennessee Place, Dallas, TX",(214) 842-8747
ID000557,229-10-8054,andrew reid,"7654 Moland Terrace, Dallas, TX",(972) 610-4548
ID000558,714-89-8210,ralph george,"072 Merchant Trail, Dallas, TX",(972) 917-6796
ID000559,401-33-5380,jeremy brown,"2 Old Shore Park, Plano, TX",(469) 982-3476
ID000560,953-58-5532,nicholas kennedy,"2067 Jana Parkway, Dallas, TX",(214) 951-6843
ID000561,818-63-4715,ronald wells,"37 Prairieview Parkway, Plano, TX",(469) 672-3875
ID000562,984-16-0277,albert gilbert,"7169 Scoville Avenue, Dallas, TX",(972) 599-7668
ID000563,762-90-9837,jason turner,"208 Summit Park, Dallas, TX",(972) 919-7729
ID000564,229-26-6155,arthur spencer,"624 Kropf Terrace, Dallas, TX",(469) 790-4776
ID000565,673-35-9377,bonnie ray,"20935 Vahlen Pass, Dallas, TX",(469) 690-0504
ID000566,414-82-6319,carol ryan,"43 Sloan Avenue, Dallas, TX",(469) 959-3742
ID000567,832-18-4025,kevin little,"244 Tony Center, Dallas, TX",(214) 865-6806
ID000568,562-28-1756,todd hall,"3896 Corscot Circle, Dallas, TX",(214) 623-7406
ID000569,243-20-4627,ralph hart,"16083 Lillian Crossing, Dallas, TX",(469) 916-1028
ID000570,152-91-1428,ruby martin,"6 Merry Trail, Dallas, TX",(469) 781-1733
ID000571,200-92-4036,julia kim,"30 Corscot Terrace, Richardson, TX",(972) 826-8872
ID000572,869-20-2424,lawrence reyes,"70001 Lunder Pass, Plano, TX",(469) 952-7199
ID000573,766-56-6664,ronald rivera,"0 Fuller Trail, Dallas, TX",(469) 977-6988
ID000574,966-33-9584,kenneth medina,"652 Melody Avenue, Dallas, TX",(469) 815-2235
ID000575,761-70-9256,angela clark,"916 Elka Place, Dallas, TX",(972) 726-9437
ID000576,191-21-0161,diane brown,"4221 Petterle Junction, Plano, TX",(972) 633-7951
ID000577,597-21-1875,jack ward,"00625 Warner Street, Dallas, TX",(972) 802-4440
ID000578,175-99-0098,roger powell,"48387 Corben Junction, Dallas, TX",(214) 803-6520
ID000579,541-56-2611,rachel cook,"214 Eastwood Hill, Dallas, TX",(214) 862-3951
ID000580,454-07-8145,karen burke,"09242 Victoria Plaza, Dallas, TX",(469) 897-7697
ID000581,947-35-1972,kimberly robinson,"26233 Oneill Junction, Dallas, TX",(214) 810-2174
ID000582,679-65-6095,samuel bryant,"95 Pearson Pass, Dallas, TX",(972) 509-6994
ID000583,522-26-5924,russell berry,"27 Moose Plaza, Plano, TX",(214) 969-7916
ID000584,624-87-7517,paula frazier,"713 Havey Court, Dallas, TX",(469) 704-7407
ID000585,502-80-0344,anna rice,"9 Lunder Center, Dallas, TX",(469) 960-1948
ID000586,385-99-4195,diane stanley,"96 Roth Hill, Richardson, TX",(214) 955-8100
ID000587,678-08-8971,billy snyder,"8170 Clarendon Crossing, Dallas, TX",(972) 883-8736
ID000588,850-26-9485,juan bailey,"6 Logan Crossing, Plano, TX",(972) 954-9785
ID000589,119-17-4689,patricia green,"27001 Mayfield Street, Dallas, TX",(972) 880-1670
ID000590,640-57-8903,louise harrison,"4383 Forest Dale Hill, Plano, TX",(972) 591-6825
ID000591,915-81-5067,scott cunningham,"1312 Kinsman Terrace, Dallas, TX",(469) 940-8227
ID000592,287-08-2149,steve white,"57 Vera Lane, Dallas, TX",(972) 573-3704
ID000593,915-62-6265,brandon jones,"8845 Blackbird Terrace, Dallas, TX",(214) 982-8588
ID000594,622-62-2819,rebecca reed,"012 Sunbrook Place, Plano, TX",(469) 800-1493
ID000595,330-90-1862,kelly hawkins,"517 Bay Crossing, Dallas, TX",(972) 839-2019
ID000596,159-37-4167,kenneth hudson,"16 Porter Trail, Dallas, TX",(972) 977-7399
ID000597,332-96-2350,tammy butler,"0897 Amoth Hill, Dallas, TX",(214) 934-8616
ID000598,179-13-6812,steven lane,"0185 Hollow Ridge Street, Dallas, TX",(214) 993-0045
ID000599,640-94-5337,jean west,"5487 Tomscot Place, Plano, TX",(214) 814-4521
